date,open,high,low,close,volume,market_cap
2018-09-16,0.19009,0.21264,0.18,0.2058,308788799.5,308788799.5
2018-09-09,0.226,0.23554,0.18806,0.19024,280727011.2,280727011.2
2018-09-02,0.2129,0.24037,0.2122,0.226,287191268.7,287191268.7
2018-08-26,0.22786,0.2318,0.20151,0.213,225665218.1,225665218.1
2018-08-19,0.22342,0.24711,0.19399,0.22785,412106379.2,412106379.2
2018-08-12,0.24309,0.24793,0.19319,0.22344,399696056.1,399696056.1
2018-08-05,0.30793,0.30849,0.233,0.2431,248353117.63,248353117.63
2018-07-29,0.28345,0.35254,0.28014,0.30793,397132101.13,397132101.13
2018-07-22,0.22114,0.331,0.21894,0.2831,519775489.83,519775489.83
2018-07-15,0.21034,0.22485,0.18022,0.22118,169750537.22,169750537.22
2018-07-08,0.1997,0.2323,0.193,0.21033,151938957.81,151938957.81
2018-07-01,0.19278,0.204,0.17062,0.19989,134090932.54,134090932.54
2018-06-24,0.22815,0.24054,0.17607,0.19277,119397725.6,119397725.6
2018-06-17,0.24472,0.258,0.20331,0.22814,121155969.97,121155969.97
